video,category,pose_sequence,subset
pose_data/train/romanian deadlift/7e0d465d-7a27-4f60-9df4-96d1b64a5f56.npy,romanian deadlift,7e0d465d-7a27-4f60-9df4-96d1b64a5f56.npy,train
pose_data/train/romanian deadlift/0eef2e00-ddfc-40f6-a7b2-0ecff08dd0ab.npy,romanian deadlift,0eef2e00-ddfc-40f6-a7b2-0ecff08dd0ab.npy,train
pose_data/train/romanian deadlift/b254b81a-e704-4e76-ae44-2a0ffc7478ad.npy,romanian deadlift,b254b81a-e704-4e76-ae44-2a0ffc7478ad.npy,train
pose_data/train/romanian deadlift/6b9154e8-1f1c-4f97-8087-b4baf6329188.npy,romanian deadlift,6b9154e8-1f1c-4f97-8087-b4baf6329188.npy,train
pose_data/train/romanian deadlift/fb69ea06-4d64-4793-8bac-212e379f66b9.npy,romanian deadlift,fb69ea06-4d64-4793-8bac-212e379f66b9.npy,train
pose_data/train/romanian deadlift/3cfeacea-5c11-4f5f-8c7d-1525176843dc.npy,romanian deadlift,3cfeacea-5c11-4f5f-8c7d-1525176843dc.npy,train
pose_data/train/romanian deadlift/cf4d57e5-000c-4572-908a-9ff53cb416c6.npy,romanian deadlift,cf4d57e5-000c-4572-908a-9ff53cb416c6.npy,train
pose_data/train/romanian deadlift/ffa35205-8119-4c03-95b7-b62240d7bfe9.npy,romanian deadlift,ffa35205-8119-4c03-95b7-b62240d7bfe9.npy,train
pose_data/train/romanian deadlift/e4f222fc-a4a9-4427-82fe-cc351ee3f038.npy,romanian deadlift,e4f222fc-a4a9-4427-82fe-cc351ee3f038.npy,train
pose_data/train/romanian deadlift/e30048be-c043-421e-9b6c-c1b13a36f676.npy,romanian deadlift,e30048be-c043-421e-9b6c-c1b13a36f676.npy,train
pose_data/train/romanian deadlift/346301f7-e09e-4e83-a8f7-b82d3ad1c18d.npy,romanian deadlift,346301f7-e09e-4e83-a8f7-b82d3ad1c18d.npy,train
pose_data/train/romanian deadlift/5d28dc11-dc70-4f1b-84e1-b692a05662b3.npy,romanian deadlift,5d28dc11-dc70-4f1b-84e1-b692a05662b3.npy,train
pose_data/train/romanian deadlift/70fdaf03-739a-42f7-96d3-ad82815a1f85.npy,romanian deadlift,70fdaf03-739a-42f7-96d3-ad82815a1f85.npy,train
pose_data/train/romanian deadlift/dfb38405-2edd-4fce-8e31-ed2e7d80194d.npy,romanian deadlift,dfb38405-2edd-4fce-8e31-ed2e7d80194d.npy,train
pose_data/train/romanian deadlift/fecba296-85cc-4609-a538-32b3f1801fab.npy,romanian deadlift,fecba296-85cc-4609-a538-32b3f1801fab.npy,train
pose_data/train/romanian deadlift/6d73cdf5-95ab-46a4-90f0-1f4b9cac74a1.npy,romanian deadlift,6d73cdf5-95ab-46a4-90f0-1f4b9cac74a1.npy,train
pose_data/train/romanian deadlift/a289edf9-486c-4a30-a1ae-1c5d3e0a1fd7.npy,romanian deadlift,a289edf9-486c-4a30-a1ae-1c5d3e0a1fd7.npy,train
pose_data/train/russian twist/0b18766d-82b7-4099-87ed-cc2a7cb10b0c.npy,russian twist,0b18766d-82b7-4099-87ed-cc2a7cb10b0c.npy,train
pose_data/train/russian twist/2f72f801-0f6c-4bd5-b1e4-7c65d3b3194b.npy,russian twist,2f72f801-0f6c-4bd5-b1e4-7c65d3b3194b.npy,train
pose_data/train/russian twist/293c4219-6aff-49cb-830e-14d0b7500a41.npy,russian twist,293c4219-6aff-49cb-830e-14d0b7500a41.npy,train
pose_data/train/russian twist/b48bcf18-1921-44c5-91bd-98cd2d35c3c3.npy,russian twist,b48bcf18-1921-44c5-91bd-98cd2d35c3c3.npy,train
pose_data/train/russian twist/21d4495e-2ee2-4b4b-a2ab-2f8a7982382f.npy,russian twist,21d4495e-2ee2-4b4b-a2ab-2f8a7982382f.npy,train
pose_data/train/russian twist/12a6e7e8-2ade-4460-a5d2-c19003e542cd.npy,russian twist,12a6e7e8-2ade-4460-a5d2-c19003e542cd.npy,train
pose_data/train/russian twist/544105dc-42da-436e-be39-16afee5f24d3.npy,russian twist,544105dc-42da-436e-be39-16afee5f24d3.npy,train
pose_data/train/russian twist/a48040f8-f58a-455b-a916-66ea9887617b.npy,russian twist,a48040f8-f58a-455b-a916-66ea9887617b.npy,train
pose_data/train/russian twist/ebcc134d-53e0-449b-86d0-a8c1e953d524.npy,russian twist,ebcc134d-53e0-449b-86d0-a8c1e953d524.npy,train
pose_data/train/russian twist/83871b93-5bd7-4ec6-8de2-a306fe0a1fb5.npy,russian twist,83871b93-5bd7-4ec6-8de2-a306fe0a1fb5.npy,train
pose_data/train/russian twist/8d890e09-c721-4453-b3b5-90902652cbed.npy,russian twist,8d890e09-c721-4453-b3b5-90902652cbed.npy,train
pose_data/train/russian twist/ca856db8-e972-452a-b707-22ec10b14bc7.npy,russian twist,ca856db8-e972-452a-b707-22ec10b14bc7.npy,train
pose_data/train/russian twist/ed567cd1-d6a9-4db6-b39c-9c0bb7ffeaa5.npy,russian twist,ed567cd1-d6a9-4db6-b39c-9c0bb7ffeaa5.npy,train
pose_data/train/russian twist/eeb99e98-00cc-4650-b258-b48563ec54be.npy,russian twist,eeb99e98-00cc-4650-b258-b48563ec54be.npy,train
pose_data/train/russian twist/74560284-3061-4689-9845-989a059a8842.npy,russian twist,74560284-3061-4689-9845-989a059a8842.npy,train
pose_data/train/russian twist/ce76490a-c717-4432-a965-436c27fd9fc5.npy,russian twist,ce76490a-c717-4432-a965-436c27fd9fc5.npy,train
pose_data/train/russian twist/f5685090-1e37-4ff8-9fdd-8fa2b34f567d.npy,russian twist,f5685090-1e37-4ff8-9fdd-8fa2b34f567d.npy,train
pose_data/train/russian twist/a485f9ad-01cf-4d1e-9f76-4b70ecd0025b.npy,russian twist,a485f9ad-01cf-4d1e-9f76-4b70ecd0025b.npy,train
pose_data/train/russian twist/ad12802e-b30f-4ad5-ad50-90b3ca8a89ee.npy,russian twist,ad12802e-b30f-4ad5-ad50-90b3ca8a89ee.npy,train
pose_data/train/russian twist/a3869638-1965-40fa-8b47-3ee6751d05b3.npy,russian twist,a3869638-1965-40fa-8b47-3ee6751d05b3.npy,train
pose_data/train/russian twist/2bef2cc5-4401-46d7-b87d-8db774ada45f.npy,russian twist,2bef2cc5-4401-46d7-b87d-8db774ada45f.npy,train
pose_data/train/russian twist/e4053879-0925-4c7e-9d4b-2af1811f8a82.npy,russian twist,e4053879-0925-4c7e-9d4b-2af1811f8a82.npy,train
pose_data/train/russian twist/5e399ddf-4b6e-485f-a169-b191161808fb.npy,russian twist,5e399ddf-4b6e-485f-a169-b191161808fb.npy,train
pose_data/train/russian twist/fdc0ba27-cf60-4780-a63d-8e8e886446ce.npy,russian twist,fdc0ba27-cf60-4780-a63d-8e8e886446ce.npy,train
pose_data/train/russian twist/6dce6fc8-a20c-40ff-9e9a-c9e89206bfac.npy,russian twist,6dce6fc8-a20c-40ff-9e9a-c9e89206bfac.npy,train
pose_data/train/russian twist/8cfeae08-5244-4990-8baa-6ea3380fd011.npy,russian twist,8cfeae08-5244-4990-8baa-6ea3380fd011.npy,train
pose_data/train/russian twist/2b4b3fcf-126c-4f3f-8a05-3ceaf59e6f06.npy,russian twist,2b4b3fcf-126c-4f3f-8a05-3ceaf59e6f06.npy,train
pose_data/train/russian twist/b458434d-56ba-4bcf-acca-584f66d268fa.npy,russian twist,b458434d-56ba-4bcf-acca-584f66d268fa.npy,train
pose_data/train/russian twist/448d8cdd-8d8e-4b8d-a172-d8a7a258e6c1.npy,russian twist,448d8cdd-8d8e-4b8d-a172-d8a7a258e6c1.npy,train
pose_data/train/russian twist/6bbacf97-180b-486b-983c-12c3a0fda97b.npy,russian twist,6bbacf97-180b-486b-983c-12c3a0fda97b.npy,train
pose_data/train/russian twist/a909fc63-b218-4bb1-b406-a2e70194e180.npy,russian twist,a909fc63-b218-4bb1-b406-a2e70194e180.npy,train
pose_data/train/russian twist/3b96f013-4be6-4589-a224-8429bc8eaf16.npy,russian twist,3b96f013-4be6-4589-a224-8429bc8eaf16.npy,train
pose_data/train/russian twist/b9f02c85-0d1d-411c-a057-f8c8d1cdf54f.npy,russian twist,b9f02c85-0d1d-411c-a057-f8c8d1cdf54f.npy,train
pose_data/train/russian twist/21ff0ebf-7b29-4b00-96ca-07cd11c05734.npy,russian twist,21ff0ebf-7b29-4b00-96ca-07cd11c05734.npy,train
pose_data/train/russian twist/1b0148b9-136f-4c81-a337-8b7d2b44b6da.npy,russian twist,1b0148b9-136f-4c81-a337-8b7d2b44b6da.npy,train
pose_data/train/russian twist/d0f79eaa-b477-4ba0-b61f-2903549670fe.npy,russian twist,d0f79eaa-b477-4ba0-b61f-2903549670fe.npy,train
pose_data/train/russian twist/43057fcb-254a-4022-8a2f-5676461a9510.npy,russian twist,43057fcb-254a-4022-8a2f-5676461a9510.npy,train
pose_data/train/russian twist/45a3d3eb-2fb3-4b80-b6f2-529f2f447968.npy,russian twist,45a3d3eb-2fb3-4b80-b6f2-529f2f447968.npy,train
pose_data/train/russian twist/3d00684b-add4-4612-9249-7fad9c11d3c6.npy,russian twist,3d00684b-add4-4612-9249-7fad9c11d3c6.npy,train
pose_data/train/russian twist/4bcbb3d6-3a4e-4173-955b-933717fecb93.npy,russian twist,4bcbb3d6-3a4e-4173-955b-933717fecb93.npy,train
pose_data/train/russian twist/3c478970-0695-4202-81b1-c9c0d9d32014.npy,russian twist,3c478970-0695-4202-81b1-c9c0d9d32014.npy,train
pose_data/val/deadlift/f8dcb49d-0641-47eb-a88d-496cc2470db1.npy,deadlift,f8dcb49d-0641-47eb-a88d-496cc2470db1.npy,val
pose_data/val/deadlift/fa18d4a9-4fa8-49e7-9876-68a0bd8a9ac8.npy,deadlift,fa18d4a9-4fa8-49e7-9876-68a0bd8a9ac8.npy,val
pose_data/val/deadlift/acb5d815-4867-4a81-a7b3-7183ef9aa561.npy,deadlift,acb5d815-4867-4a81-a7b3-7183ef9aa561.npy,val
pose_data/val/deadlift/c221c2ef-a523-4c0c-acb8-77e1e0c40c19.npy,deadlift,c221c2ef-a523-4c0c-acb8-77e1e0c40c19.npy,val
pose_data/val/deadlift/45c0c06b-6329-4e84-a4a8-339fa4abb70e.npy,deadlift,45c0c06b-6329-4e84-a4a8-339fa4abb70e.npy,val
pose_data/val/deadlift/125eb09b-4639-4372-a4c4-21c110186bdc.npy,deadlift,125eb09b-4639-4372-a4c4-21c110186bdc.npy,val
pose_data/val/deadlift/7f1654d5-8fee-4c31-b67c-c25aeb95cdd5.npy,deadlift,7f1654d5-8fee-4c31-b67c-c25aeb95cdd5.npy,val
pose_data/val/deadlift/5a6e34c5-9c3c-4dcf-8d6d-72108248a99d.npy,deadlift,5a6e34c5-9c3c-4dcf-8d6d-72108248a99d.npy,val
pose_data/val/deadlift/d471ea3e-587c-4ad4-8d8d-fc99c14b6381.npy,deadlift,d471ea3e-587c-4ad4-8d8d-fc99c14b6381.npy,val
pose_data/val/deadlift/60c06067-9c32-43bf-8e52-3e065303403e.npy,deadlift,60c06067-9c32-43bf-8e52-3e065303403e.npy,val
pose_data/val/deadlift/7c2e3041-f34f-43c6-b00c-9a81e9818260.npy,deadlift,7c2e3041-f34f-43c6-b00c-9a81e9818260.npy,val
pose_data/val/deadlift/27d43f0b-0e8f-45e6-80e5-e65a2b1c7b50.npy,deadlift,27d43f0b-0e8f-45e6-80e5-e65a2b1c7b50.npy,val
pose_data/val/deadlift/af6818c1-09ea-4409-a460-d701185ac9e7.npy,deadlift,af6818c1-09ea-4409-a460-d701185ac9e7.npy,val
pose_data/val/deadlift/57a9987d-47f1-431d-8e5f-af96be5696b4.npy,deadlift,57a9987d-47f1-431d-8e5f-af96be5696b4.npy,val
pose_data/val/hammer curl/d749d6f2-6deb-4594-89ba-4ff0d8979f07.npy,hammer curl,d749d6f2-6deb-4594-89ba-4ff0d8979f07.npy,val
pose_data/val/hammer curl/79a0587d-5215-40ff-b075-4a6bed244e21.npy,hammer curl,79a0587d-5215-40ff-b075-4a6bed244e21.npy,val
pose_data/val/hammer curl/259175bf-391f-43bf-b079-4ca0565ec7f6.npy,hammer curl,259175bf-391f-43bf-b079-4ca0565ec7f6.npy,val
pose_data/val/hammer curl/c74e6197-0d8c-44bf-9a04-fee1ad934b80.npy,hammer curl,c74e6197-0d8c-44bf-9a04-fee1ad934b80.npy,val
pose_data/val/hammer curl/f1dca34f-2866-4d72-a6f1-3a546fc7b136.npy,hammer curl,f1dca34f-2866-4d72-a6f1-3a546fc7b136.npy,val
pose_data/val/hammer curl/5a7a593c-ee6a-4e2d-be88-44602a692592.npy,hammer curl,5a7a593c-ee6a-4e2d-be88-44602a692592.npy,val
pose_data/val/hammer curl/1dd57764-9e8c-492e-9fce-8c790e30421b.npy,hammer curl,1dd57764-9e8c-492e-9fce-8c790e30421b.npy,val
pose_data/val/hammer curl/c46034b9-5996-4a8f-8187-28466a3cd42a.npy,hammer curl,c46034b9-5996-4a8f-8187-28466a3cd42a.npy,val
pose_data/val/hammer curl/72400ace-bc65-4e16-978d-ffd01995debf.npy,hammer curl,72400ace-bc65-4e16-978d-ffd01995debf.npy,val
pose_data/val/hammer curl/ef8271b7-6bc8-412c-bf1f-f2b0ad8b0161.npy,hammer curl,ef8271b7-6bc8-412c-bf1f-f2b0ad8b0161.npy,val
pose_data/val/hammer curl/05b6578e-f240-4953-b597-dd85b537eee5.npy,hammer curl,05b6578e-f240-4953-b597-dd85b537eee5.npy,val
pose_data/val/hammer curl/f4c0e974-7662-4de6-96b2-769fb5773c79.npy,hammer curl,f4c0e974-7662-4de6-96b2-769fb5773c79.npy,val
pose_data/val/hammer curl/e3d82aee-ac1b-477f-96ed-455f009a6c92.npy,hammer curl,e3d82aee-ac1b-477f-96ed-455f009a6c92.npy,val
pose_data/val/hammer curl/fd531422-9371-456e-88ba-b91ee6bd26bf.npy,hammer curl,fd531422-9371-456e-88ba-b91ee6bd26bf.npy,val
pose_data/val/hammer curl/f03dd5c0-7709-4c34-8754-883c0c10e609.npy,hammer curl,f03dd5c0-7709-4c34-8754-883c0c10e609.npy,val
pose_data/val/tricep Pushdown/a4be1a2f-f7e2-4aba-beaf-83f80c936f66.npy,tricep Pushdown,a4be1a2f-f7e2-4aba-beaf-83f80c936f66.npy,val
pose_data/val/tricep Pushdown/6dd9cc96-4180-4240-96a9-7940eacb34c2.npy,tricep Pushdown,6dd9cc96-4180-4240-96a9-7940eacb34c2.npy,val
pose_data/val/tricep Pushdown/cf2e175c-ce69-4176-971a-132817a55a16.npy,tricep Pushdown,cf2e175c-ce69-4176-971a-132817a55a16.npy,val
pose_data/val/tricep Pushdown/c473d86f-620b-42ea-becc-c7d8e208b846.npy,tricep Pushdown,c473d86f-620b-42ea-becc-c7d8e208b846.npy,val
pose_data/val/tricep Pushdown/128d7f2a-15fd-4cb8-b45d-85572479dad1.npy,tricep Pushdown,128d7f2a-15fd-4cb8-b45d-85572479dad1.npy,val
pose_data/val/tricep Pushdown/cabe36e0-4f13-4b1e-8c38-e89dbeab1e92.npy,tricep Pushdown,cabe36e0-4f13-4b1e-8c38-e89dbeab1e92.npy,val
pose_data/val/tricep Pushdown/e901b7fc-e784-48e9-8a6d-a23c2c4de3b6.npy,tricep Pushdown,e901b7fc-e784-48e9-8a6d-a23c2c4de3b6.npy,val
pose_data/val/tricep Pushdown/7117109e-d935-469a-a316-3a4bd3c455af.npy,tricep Pushdown,7117109e-d935-469a-a316-3a4bd3c455af.npy,val
pose_data/val/tricep Pushdown/f3f908fe-4ae7-4fe2-9e28-cdef3f4ede49.npy,tricep Pushdown,f3f908fe-4ae7-4fe2-9e28-cdef3f4ede49.npy,val
pose_data/val/tricep Pushdown/df7f5df9-8304-4e70-a9bf-2934e1f77188.npy,tricep Pushdown,df7f5df9-8304-4e70-a9bf-2934e1f77188.npy,val
pose_data/val/tricep Pushdown/d20ff079-2c56-4dbf-bd6a-6472efc73a28.npy,tricep Pushdown,d20ff079-2c56-4dbf-bd6a-6472efc73a28.npy,val
pose_data/val/tricep Pushdown/421921e7-07d1-492f-a486-f23cbd5fd9d7.npy,tricep Pushdown,421921e7-07d1-492f-a486-f23cbd5fd9d7.npy,val
pose_data/val/tricep Pushdown/cc28ce53-5762-4e08-b918-7f52a8c2ed46.npy,tricep Pushdown,cc28ce53-5762-4e08-b918-7f52a8c2ed46.npy,val
pose_data/val/tricep Pushdown/0a059776-6c8a-45a8-b0b9-336034972cd3.npy,tricep Pushdown,0a059776-6c8a-45a8-b0b9-336034972cd3.npy,val
pose_data/val/squat/ae802b74-a31e-4527-bc43-18dc5d767888.npy,squat,ae802b74-a31e-4527-bc43-18dc5d767888.npy,val
pose_data/val/squat/a04f386a-390f-481e-aacc-c899d8f2b102.npy,squat,a04f386a-390f-481e-aacc-c899d8f2b102.npy,val
pose_data/val/squat/06651774-141d-49f6-a5b5-314044c454b5.npy,squat,06651774-141d-49f6-a5b5-314044c454b5.npy,val
pose_data/val/squat/4cfcdaa2-8d11-452d-9921-0080857d954a.npy,squat,4cfcdaa2-8d11-452d-9921-0080857d954a.npy,val
pose_data/val/squat/b8587e04-130d-4c3b-99b4-ea973b527a4e.npy,squat,b8587e04-130d-4c3b-99b4-ea973b527a4e.npy,val
pose_data/val/squat/de916dc5-bd95-4bcf-8789-29dc977a5374.npy,squat,de916dc5-bd95-4bcf-8789-29dc977a5374.npy,val
pose_data/val/squat/3633ed19-f655-4410-8ccc-5601c10855b8.npy,squat,3633ed19-f655-4410-8ccc-5601c10855b8.npy,val
pose_data/val/squat/37b037e5-9146-46ad-8e65-e659d79443e2.npy,squat,37b037e5-9146-46ad-8e65-e659d79443e2.npy,val
pose_data/val/squat/dfe0b80b-288f-4b06-b1b6-347b2da7ce52.npy,squat,dfe0b80b-288f-4b06-b1b6-347b2da7ce52.npy,val
pose_data/val/squat/b32631e6-ee05-4f7e-a454-d2775fb44018.npy,squat,b32631e6-ee05-4f7e-a454-d2775fb44018.npy,val
pose_data/val/squat/28c70678-cd7b-4d3e-9279-327ad86a6bd3.npy,squat,28c70678-cd7b-4d3e-9279-327ad86a6bd3.npy,val
pose_data/val/squat/905e1f72-d39c-4486-9620-7d6c559aec10.npy,squat,905e1f72-d39c-4486-9620-7d6c559aec10.npy,val
pose_data/val/squat/917c2528-749e-420e-b379-c2f82a8f7468.npy,squat,917c2528-749e-420e-b379-c2f82a8f7468.npy,val
pose_data/val/squat/23964b14-157c-4fd1-b471-e75936ce9d70.npy,squat,23964b14-157c-4fd1-b471-e75936ce9d70.npy,val
pose_data/val/squat/ccd0e853-7c10-4b98-8c10-61db18317948.npy,squat,ccd0e853-7c10-4b98-8c10-61db18317948.npy,val
pose_data/val/squat/199a6f9b-ae03-4317-9893-6e98e24d0f02.npy,squat,199a6f9b-ae03-4317-9893-6e98e24d0f02.npy,val
pose_data/val/squat/71ef5d06-bfea-449b-8ff3-b428ae7dbaa7.npy,squat,71ef5d06-bfea-449b-8ff3-b428ae7dbaa7.npy,val
pose_data/val/squat/8e51f84f-3a62-4ad2-a741-fac7608486ab.npy,squat,8e51f84f-3a62-4ad2-a741-fac7608486ab.npy,val
pose_data/val/push-up/f115b47a-cb8a-40d1-897e-689210f33d88.npy,push-up,f115b47a-cb8a-40d1-897e-689210f33d88.npy,val
pose_data/val/push-up/cd0c8018-d81a-4e53-862b-a7c7d6dbe254.npy,push-up,cd0c8018-d81a-4e53-862b-a7c7d6dbe254.npy,val
pose_data/val/push-up/c179e62c-2be0-4d0f-98be-cd8c32e66280.npy,push-up,c179e62c-2be0-4d0f-98be-cd8c32e66280.npy,val
pose_data/val/push-up/121c5c7c-aeb5-4a50-a222-c5bbb1242890.npy,push-up,121c5c7c-aeb5-4a50-a222-c5bbb1242890.npy,val
pose_data/val/push-up/14029f1d-b370-4226-b638-d54ab921e6a3.npy,push-up,14029f1d-b370-4226-b638-d54ab921e6a3.npy,val
pose_data/val/push-up/3c01aa45-874a-440a-869d-1cc66af3fdb6.npy,push-up,3c01aa45-874a-440a-869d-1cc66af3fdb6.npy,val
pose_data/val/push-up/04b354fe-de93-4950-addf-f12c3436da63.npy,push-up,04b354fe-de93-4950-addf-f12c3436da63.npy,val
pose_data/val/push-up/267bfdf2-42a2-4127-b9e1-683b58128a8a.npy,push-up,267bfdf2-42a2-4127-b9e1-683b58128a8a.npy,val
pose_data/val/push-up/a7efc685-dc84-4a85-9cb7-23c05ee7a53d.npy,push-up,a7efc685-dc84-4a85-9cb7-23c05ee7a53d.npy,val
pose_data/val/push-up/01b09356-3985-474f-827f-20c79cfcda78.npy,push-up,01b09356-3985-474f-827f-20c79cfcda78.npy,val
pose_data/val/push-up/936e84bd-e93d-42d6-8c22-a0499e0cf959.npy,push-up,936e84bd-e93d-42d6-8c22-a0499e0cf959.npy,val
pose_data/val/push-up/4f9ac0bd-1f7a-41c7-83cc-8903a1ca1445.npy,push-up,4f9ac0bd-1f7a-41c7-83cc-8903a1ca1445.npy,val
pose_data/val/push-up/494e1c96-e20e-46ea-865a-e2134fe3718b.npy,push-up,494e1c96-e20e-46ea-865a-e2134fe3718b.npy,val
pose_data/val/push-up/103a8f70-11b1-4790-bedc-5db74aa61153.npy,push-up,103a8f70-11b1-4790-bedc-5db74aa61153.npy,val
pose_data/val/push-up/bea2dd1f-8229-446e-a08d-b43b58d42f14.npy,push-up,bea2dd1f-8229-446e-a08d-b43b58d42f14.npy,val
pose_data/val/push-up/5988dbc6-54e3-44fd-8657-e6ecfe674a63.npy,push-up,5988dbc6-54e3-44fd-8657-e6ecfe674a63.npy,val
pose_data/val/push-up/2d17219e-a564-4cf5-a788-565b1a08a66e.npy,push-up,2d17219e-a564-4cf5-a788-565b1a08a66e.npy,val
pose_data/val/tricep dips/39f2f88b-d2d5-46c6-83d4-4c9a9a5c6a21.npy,tricep dips,39f2f88b-d2d5-46c6-83d4-4c9a9a5c6a21.npy,val
pose_data/val/tricep dips/44f5d406-f5e3-4320-9ed6-27ad2617923b.npy,tricep dips,44f5d406-f5e3-4320-9ed6-27ad2617923b.npy,val
pose_data/val/tricep dips/1828373a-514c-43df-a9d0-670c264fb7ab.npy,tricep dips,1828373a-514c-43df-a9d0-670c264fb7ab.npy,val
pose_data/val/tricep dips/ea0f74ba-bebb-425b-a12b-9af436af7944.npy,tricep dips,ea0f74ba-bebb-425b-a12b-9af436af7944.npy,val
pose_data/val/tricep dips/054e6246-91b7-4e34-bfe7-2547947e6bd3.npy,tricep dips,054e6246-91b7-4e34-bfe7-2547947e6bd3.npy,val
pose_data/val/tricep dips/bcce66e5-8456-4f64-8527-adcb8ff0d1b8.npy,tricep dips,bcce66e5-8456-4f64-8527-adcb8ff0d1b8.npy,val
pose_data/val/tricep dips/689c483b-cdba-4c48-af7e-8a7e260df097.npy,tricep dips,689c483b-cdba-4c48-af7e-8a7e260df097.npy,val
pose_data/val/tricep dips/0b33e48f-b0a5-461b-9805-8e5b7ba7cbea.npy,tricep dips,0b33e48f-b0a5-461b-9805-8e5b7ba7cbea.npy,val
pose_data/val/lat pulldown/62113f5e-1336-478f-958e-e7f3f84908a0.npy,lat pulldown,62113f5e-1336-478f-958e-e7f3f84908a0.npy,val
pose_data/val/lat pulldown/1b9c64af-54b6-4703-9d47-4585f105aa4c.npy,lat pulldown,1b9c64af-54b6-4703-9d47-4585f105aa4c.npy,val
pose_data/val/lat pulldown/0a27fc79-fa1a-4211-8f66-9bdb105d6f2c.npy,lat pulldown,0a27fc79-fa1a-4211-8f66-9bdb105d6f2c.npy,val
pose_data/val/lat pulldown/d3b15a62-61f4-43c0-8fee-71447197c309.npy,lat pulldown,d3b15a62-61f4-43c0-8fee-71447197c309.npy,val
pose_data/val/lat pulldown/ef2f698e-19a5-45f8-b0cc-c631c28a5bff.npy,lat pulldown,ef2f698e-19a5-45f8-b0cc-c631c28a5bff.npy,val
pose_data/val/lat pulldown/041c91c1-62e1-4c45-b2fa-f67fde201a18.npy,lat pulldown,041c91c1-62e1-4c45-b2fa-f67fde201a18.npy,val
pose_data/val/lat pulldown/60581049-ff8b-41e2-89c5-36dfb6bad64a.npy,lat pulldown,60581049-ff8b-41e2-89c5-36dfb6bad64a.npy,val
pose_data/val/lat pulldown/0430df51-c798-4c19-ab8d-93944d9f1c86.npy,lat pulldown,0430df51-c798-4c19-ab8d-93944d9f1c86.npy,val
pose_data/val/lat pulldown/b7fa3604-cf1d-4278-9b3f-eca659c6cac7.npy,lat pulldown,b7fa3604-cf1d-4278-9b3f-eca659c6cac7.npy,val
pose_data/val/lat pulldown/76c177dd-eb91-464f-97b0-0088dc01ddb9.npy,lat pulldown,76c177dd-eb91-464f-97b0-0088dc01ddb9.npy,val
pose_data/val/lat pulldown/2469676c-3783-4e33-a2be-e658a4f20f5f.npy,lat pulldown,2469676c-3783-4e33-a2be-e658a4f20f5f.npy,val
pose_data/val/lat pulldown/0e9f8968-d17e-484b-b970-a4e5d5dd834e.npy,lat pulldown,0e9f8968-d17e-484b-b970-a4e5d5dd834e.npy,val
pose_data/val/lat pulldown/98dfe954-7b5b-4258-994f-d81209a70d43.npy,lat pulldown,98dfe954-7b5b-4258-994f-d81209a70d43.npy,val
pose_data/val/lat pulldown/6cf71094-1cc9-4a30-906d-f493d1412ffd.npy,lat pulldown,6cf71094-1cc9-4a30-906d-f493d1412ffd.npy,val
pose_data/val/barbell biceps curl/ee8059da-9ba4-4be5-9a0d-60c6fa2cdab7.npy,barbell biceps curl,ee8059da-9ba4-4be5-9a0d-60c6fa2cdab7.npy,val
pose_data/val/barbell biceps curl/ff6ee011-4333-4ccc-84a1-f9387a3c7e21.npy,barbell biceps curl,ff6ee011-4333-4ccc-84a1-f9387a3c7e21.npy,val
pose_data/val/barbell biceps curl/82dea7ee-60ad-41e9-9f6d-19bbb3f05b5c.npy,barbell biceps curl,82dea7ee-60ad-41e9-9f6d-19bbb3f05b5c.npy,val
pose_data/val/barbell biceps curl/2b51f61d-c97c-4fd7-ac92-fa0254ac814a.npy,barbell biceps curl,2b51f61d-c97c-4fd7-ac92-fa0254ac814a.npy,val
pose_data/val/barbell biceps curl/ecbdf039-311d-4a51-aee8-3ab4b0c78f4e.npy,barbell biceps curl,ecbdf039-311d-4a51-aee8-3ab4b0c78f4e.npy,val
pose_data/val/barbell biceps curl/1a3e6f0d-fb99-4e4d-b80f-831c7f38aca9.npy,barbell biceps curl,1a3e6f0d-fb99-4e4d-b80f-831c7f38aca9.npy,val
pose_data/val/barbell biceps curl/f32c33d2-e298-499a-a61e-7236d6f1ba64.npy,barbell biceps curl,f32c33d2-e298-499a-a61e-7236d6f1ba64.npy,val
pose_data/val/barbell biceps curl/a972058b-8c3d-49bb-8d45-0d55cc0991ce.npy,barbell biceps curl,a972058b-8c3d-49bb-8d45-0d55cc0991ce.npy,val
pose_data/val/barbell biceps curl/27d82bac-ce83-4f91-a381-c11dd0bf6932.npy,barbell biceps curl,27d82bac-ce83-4f91-a381-c11dd0bf6932.npy,val
pose_data/val/barbell biceps curl/6933f339-2ee5-4e59-9031-8bfee0f6e900.npy,barbell biceps curl,6933f339-2ee5-4e59-9031-8bfee0f6e900.npy,val
pose_data/val/barbell biceps curl/392d594e-fb55-46c9-b6dc-b9a31c21aad0.npy,barbell biceps curl,392d594e-fb55-46c9-b6dc-b9a31c21aad0.npy,val
pose_data/val/barbell biceps curl/72fb4cb4-ecad-44df-a0e1-5e4f4b581f9e.npy,barbell biceps curl,72fb4cb4-ecad-44df-a0e1-5e4f4b581f9e.npy,val
pose_data/val/barbell biceps curl/6a2aa69c-6138-40fc-a253-a298d9f1bb4d.npy,barbell biceps curl,6a2aa69c-6138-40fc-a253-a298d9f1bb4d.npy,val
